LaPlace,Chio,Gauss
1416291, 5960, 1230
1407092, 6174, 1250
1413911, 6095, 1210
1423235, 5885, 1270
1394327, 5974, 1245
1414856, 6035, 1175
1413931, 6046, 1215
1434936, 6000, 1226
1404991, 5985, 1180
1424341, 6080, 1285
1398442, 6015, 1170
1405822, 6015, 1200
1410332, 6150, 1204
1406376, 5925, 1175
1393971, 6075, 1175
1408836, 6045, 1220
1400297, 5924, 1240
1408841, 6160, 1240
1398046, 6110, 1200
1426921, 5989, 1255
1420956, 5980, 1210
1397322, 6020, 1169
1414686, 6040, 1155
1407971, 5890, 1195
1419196, 6095, 1180
1398131, 6105, 1185
1466780, 6125, 1276
1399772, 6080, 1205
1422651, 5975, 1260
1402587, 6064, 1224
1418671, 6100, 1225
1414691, 6129, 1230
1407436, 5985, 1200
1401536, 6050, 1235
1407991, 5955, 1195
1404352, 6050, 1170
1417096, 5990, 1170
1398032, 5990, 1145
1413347, 5980, 1215
1412741, 6010, 1135
1402787, 6085, 1145
1417482, 6035, 1164
1413651, 6054, 1180
1423746, 6125, 1215
1399817, 5904, 1200
1400582, 6005, 1220
1412181, 5980, 1170
1402051, 6080, 1175
1431031, 6570, 1285
1403852, 7040, 1490
1396991, 6110, 1190
1423721, 6280, 1165
1395586, 6070, 1235
1411536, 6125, 1200
1405672, 5890, 1220
1420551, 6045, 1160
1420536, 6090, 1250
1413716, 6015, 1210
1410237, 6085, 1205
1417926, 5955, 1245
1406422, 5730, 1220
1400706, 5859, 1185
1411796, 6165, 1175
1403892, 5965, 1190
1408162, 6120, 1210
1395996, 6085, 1225
1394391, 5910, 1175
1428651, 6185, 1176
1460610, 6130, 1350
1427626, 6110, 1235
1426696, 6035, 1270
1416506, 6030, 1175
1412331, 6020, 1175
1415741, 5965, 1210
1404317, 6055, 1234
1412156, 5995, 1195
1411777, 6044, 1180
1400976, 6124, 1190
1436015, 6214, 1164
1404226, 5910, 1195
1405166, 5835, 1160
1394812, 6125, 1180
1428776, 6050, 1250
1403131, 5860, 1235
1419092, 6109, 1195
1416871, 6085, 1300
1406896, 5970, 1166
1423856, 5965, 1235
1411202, 6074, 1214
1439241, 6200, 1396
1408696, 5980, 1150
1412881, 6000, 1200
1396327, 6020, 1210
1402221, 6000, 1175
1398416, 6125, 1170
1427971, 6094, 1230
1409871, 5995, 1495
1408816, 5970, 1200
1452271, 6010, 1250
1401252, 6200, 1230
1408896, 5979, 1220
1397106, 6105, 1205
1391411, 6015, 1165
1424926, 6409, 1204
1414376, 5950, 1235
1416065, 5794, 1174
1418626, 5960, 1220
1407361, 5919, 1220
1421126, 6005, 1230
1415822, 6004, 1210
1412731, 6075, 1195
1410722, 5880, 1200
1424291, 6085, 1230
1413286, 6140, 1204
1417706, 6005, 1205
1410492, 6055, 1200
1402277, 6000, 1220
1416006, 6100, 1185
1409821, 5815, 1216
1398906, 5944, 1200
1405766, 6055, 1205
1411566, 6045, 1245
1401867, 5825, 1240
1412211, 6155, 1245
1422186, 5945, 1220
1413311, 6090, 1200
1408142, 5850, 1200
1413462, 6060, 1210
1416246, 6180, 1209
1419531, 6030, 1200
1395792, 5785, 1175
1415542, 6064, 1205
1412716, 6065, 1185
1408052, 6060, 1210
1421256, 6080, 1225
1417727, 6035, 1200
1443950, 6195, 1270
1407136, 6005, 1200
1395652, 6195, 1195
1486635, 6195, 1310
1407801, 5985, 1230
1414996, 5870, 1175
1407326, 6015, 1170
1401727, 5990, 1195
1416926, 6115, 1180
1407161, 5950, 1235
1407637, 5915, 1194
1398742, 5949, 1165
1390387, 6064, 1245
1434851, 6080, 1230
1409396, 5855, 1200
1397331, 6025, 1225
1398071, 6035, 1185
1412017, 6080, 1184
1401807, 6034, 1210
1414656, 6010, 1215
1401326, 5905, 1175
1397846, 5880, 1185
1412436, 6085, 1215
1433526, 5970, 1275
1412682, 6036, 1195
1427911, 6110, 1195
1402216, 6000, 1196
1409131, 5940, 1275
1402996, 5995, 1190
1409567, 5835, 1240
1382157, 6155, 1180
1454825, 6114, 1280
1407821, 6145, 1185
1415566, 6040, 1199
1405532, 5949, 1255
1424626, 6065, 1210
1403346, 5910, 1200
1431206, 6075, 1180
1400932, 5986, 1236
1421366, 6060, 1185
1394057, 5925, 1205
1414167, 6055, 1240
1408861, 6080, 1160
1414501, 6009, 1166
1393477, 6079, 1134
1419116, 6060, 1240
1384822, 5950, 1190
1414331, 6045, 1185
1407096, 6160, 1205
1410667, 6005, 1180
1401536, 5965, 1235
1402761, 6080, 1200
1400966, 6085, 1210
1410117, 5860, 1220
1414841, 5860, 1205
1404041, 5940, 1125
1429276, 6045, 1200
1409086, 6095, 1245
1420521, 5880, 1205
1406886, 6160, 1170
1413901, 6064, 1215
1411796, 5995, 1160
1411017, 6165, 1210
1387697, 6090, 1175
1429861, 6040, 1190
1398122, 5975, 1235
1421516, 6090, 1260
1415891, 6025, 1190
1413986, 6100, 1220
1402996, 5860, 1160
1424891, 6064, 1200
1415281, 6065, 1180
1405707, 6095, 1296
1407516, 5900, 1205
1457955, 6165, 1420
1423791, 6020, 1330
1400906, 5950, 1225
1410841, 6090, 1180
1418417, 5910, 1216
1411631, 5935, 1235
1395281, 5865, 1165
1423601, 6100, 1209
1397166, 5959, 1145
1402291, 6010, 1190
1421846, 6165, 1194
1417221, 6015, 1160
1415151, 6164, 1220
1417046, 5780, 1230
1393151, 5935, 1215
1414871, 6165, 1274
1412476, 6015, 1210
1417926, 5960, 1186
1421761, 6210, 1315
1421201, 5845, 1180
1406626, 6125, 1200
1422191, 5964, 1220
1399501, 5925, 1155
1405891, 6060, 1200
1405092, 6110, 1184
1406236, 5870, 1235
1399296, 6190, 1195
1416506, 6055, 1219
1418006, 5885, 1185
1448445, 5815, 1265
1409307, 5740, 1260
1382797, 5924, 1230
1430771, 5975, 1269
1407516, 6050, 1245
1403631, 5885, 1245
1401352, 5920, 1225
1401312, 5925, 1215
1401776, 5946, 1210
1405916, 6105, 1230
1413101, 5935, 1235
1406266, 6100, 1215
1414326, 6120, 1245
1408032, 5955, 1160
1407012, 5970, 1240
1393121, 5960, 1165
1418731, 6080, 1215
1425521, 5820, 1175
1387252, 6040, 1200
1417361, 6095, 1215
1414706, 5915, 1220
1403751, 5975, 1260
1428405, 5935, 1175
1412126, 6040, 1175
1409437, 6029, 1195
1423456, 6005, 1195
1400517, 6009, 1174
1413711, 5900, 1210
1406186, 6010, 1200
1404947, 6044, 1180
1404591, 6064, 1230
1422021, 5990, 1210
1406987, 5940, 1240
1417642, 6085, 1200
1401251, 5915, 1160
1408746, 6010, 1210
1413571, 6014, 1154
1416511, 5875, 1200
1397922, 6015, 1210
1418535, 6035, 1175
1398716, 5925, 1150
1417241, 6060, 1180
1450206, 5959, 1190
1418826, 6005, 1175
1411786, 6119, 1230
1419916, 5965, 1160
1398096, 6055, 1230
1427961, 6125, 1225
1406927, 6155, 1210
1409941, 5856, 1220
1407836, 6030, 1200
1400192, 5935, 1185
1416831, 5960, 1195
1419301, 6045, 1210
1400122, 6160, 1210
1391012, 6140, 1240
1408546, 6105, 1220
1407096, 6355, 1235
1437151, 7434, 1615
1401047, 6095, 1485
1416226, 6775, 1385
1442515, 7325, 1670
1407821, 7965, 2315
1418401, 8115, 1820
1435131, 7965, 2460
1404841, 10645, 3240
1472710, 8115, 1580
1417081, 6065, 1230
1411972, 5990, 1170
1438966, 6050, 1235
1396382, 5945, 1204
1416166, 6065, 1240
1422307, 6136, 1260
1407516, 5835, 1210
1469635, 14494, 1385
1416812, 5894, 1244
1392952, 6009, 1200
1416246, 6160, 1225
1411157, 6059, 1206
1405846, 5879, 1265
1410096, 6045, 1155
1404791, 6060, 1180
1418311, 6040, 1175
1414271, 6075, 1215
1431726, 5975, 1240
1410782, 6235, 1334
1414831, 5995, 1195
1401976, 6025, 1170
1430495, 6066, 1216
1405216, 6105, 1235
1400136, 6010, 1240
1402687, 6035, 1235
1415866, 6109, 1185
1409461, 6125, 1195
1431460, 7230, 1560
1404881, 6985, 1630
1461151, 7694, 2020
1397946, 6635, 1305
1406871, 6850, 1680
1433851, 7164, 1660
1401276, 7925, 1390
1405656, 7230, 1290
1465630, 7650, 1625
1412872, 7220, 1620
1521299, 7299, 1665
1418146, 6190, 1335
1412252, 6060, 1219
1441496, 6304, 1330
1405656, 6830, 1435
1396062, 6000, 1285
1439021, 6624, 1276
1417576, 7075, 1570
1520159, 6635, 1620
1400796, 7005, 1680
1404422, 6754, 1370
1441605, 7460, 1495
1413182, 6320, 1350
1416851, 7095, 1560
1435551, 7464, 1519
1391012, 6270, 1445
1394472, 6910, 1544
1509144, 7215, 1980
1419421, 6695, 1560
1435721, 7064, 1554
1409976, 6775, 1615
1404882, 6864, 1490
1448961, 7820, 1535
1399072, 7490, 1480
1417001, 7595, 1455
1426981, 7185, 1465
1407971, 5926, 1180
1425501, 5960, 1195
1404312, 5950, 1240
1401652, 5880, 1150
1422226, 6020, 1240
1409501, 5950, 1175
1419741, 6065, 1165
1415066, 5995, 1225
1406921, 6080, 1225
1401167, 5870, 1175
1419276, 6015, 1195
1404941, 5975, 1190
1441050, 6105, 1235
1414947, 5985, 1245
1397337, 5920, 1225
1409702, 5975, 1220
1405022, 6000, 1295
1410061, 6100, 1180
1411017, 6099, 1180
1404841, 5935, 1225
1413156, 5980, 1195
1431121, 6290, 1225
1416611, 5935, 1220
1397362, 6120, 1170
1419326, 6095, 1195
1407881, 5904, 1164
1417201, 6070, 1195
1394027, 5905, 1155
1403402, 5980, 1185
1402057, 6030, 1180
1417421, 5900, 1200
1404406, 5900, 1250
1428266, 6815, 1850
1408937, 5890, 1206
1404356, 6025, 1130
1410836, 6035, 1180
1398442, 6005, 1165
1416271, 6060, 1210
1413921, 6000, 1140
1395587, 6015, 1184
1421496, 6075, 1190
1403171, 5905, 1160
1409876, 5915, 1215
1411956, 5950, 1235
1407682, 5815, 1245
1398546, 5970, 1195
1412221, 6125, 1185
1399747, 6045, 1200
1409386, 5995, 1240
1397541, 6115, 1185
1415656, 6040, 1215
1407337, 6155, 1165
1473050, 6315, 1425
1418366, 6000, 1250
1439626, 6150, 1260
1400627, 6055, 1220
1417507, 6049, 1205
1403916, 6045, 1225
1408631, 5985, 1205
1409431, 5949, 1270
1405911, 5875, 1195
1402161, 5960, 1170
1442446, 5925, 1225
1403972, 5890, 1170
1408291, 6095, 1220
1423781, 6070, 1225
1392357, 5885, 1256
1396787, 6000, 1186
1398666, 6145, 1185
1421336, 5990, 1265
1411242, 5999, 1205
1411301, 6105, 1250
1404866, 6100, 1185
1413436, 6040, 1215
1406352, 5955, 1236
1409186, 6015, 1195
1416426, 5950, 1280
1405132, 5960, 1170
1403586, 6045, 1175
1424371, 6165, 1186
1410986, 6025, 1185
1404411, 5995, 1170
1438401, 6125, 1285
1404057, 6080, 1200
1391557, 6085, 1150
1412416, 5955, 1235
1401521, 6045, 1190
1421201, 6134, 1214
1391427, 6000, 1114
1407251, 6090, 1135
1407971, 6065, 1145
1412116, 6094, 1195
1432396, 5949, 1194
1414996, 6090, 1180
1408596, 6080, 1135
1401142, 5990, 1170
1406376, 5970, 1180
1419186, 6085, 1165
1412347, 6160, 1230
1410246, 5935, 1145
1397386, 5740, 1120
1410326, 6190, 1175
1425425, 5969, 1285
1406706, 6025, 1195
1421197, 6090, 1204
1399891, 5945, 1215
1400546, 6140, 1155
1419126, 6079, 1170
1402272, 5905, 1130
1421976, 6115, 1215
1406586, 5870, 1205
1413811, 6075, 1225
1415886, 5879, 1154
1414881, 6110, 1235
1409162, 6200, 1160
1421186, 6120, 1155
1418852, 5999, 1140
1399176, 5895, 1215
1435666, 6159, 1204
1398382, 6044, 1185
1404901, 6080, 1220
1441116, 6185, 1190
1396761, 5850, 1165
1481715, 6220, 1330
1410436, 6195, 1240
1412121, 5845, 1235
1400831, 5945, 1205
1401501, 6130, 1225
1412532, 6154, 1200
1411086, 6200, 1210
1411926, 5995, 1185
1407146, 5955, 1120
1415475, 6096, 1180
1415416, 6090, 1165
1412716, 6040, 1180
1401012, 6155, 1240
1401296, 5825, 1165
1400716, 6040, 1220
1412341, 6010, 1190
1398216, 5839, 1240
1410911, 5830, 1180
1397167, 5945, 1285
1404112, 5975, 1200
1425946, 6020, 1230
1414417, 5940, 1250
1412471, 6225, 1285
1411036, 5970, 1209
1396622, 5960, 1176
1422286, 5990, 1250
1391647, 6055, 1140
1411702, 6020, 1220
1436661, 6109, 1240
1408696, 6095, 1230
1395741, 6080, 1175
1424951, 6040, 1210
1411741, 5945, 1195
1424287, 6055, 1200
1407186, 6070, 1215
1420166, 5955, 1215
1414926, 6125, 1180
1405912, 5915, 1205
1417406, 6000, 1190
1405407, 5930, 1200
1407491, 6055, 1195
1402476, 6005, 1200
1410546, 6145, 1145
1398932, 5974, 1160
1421281, 6085, 1185
1415051, 5870, 1204
1412836, 6100, 1215
1401937, 6055, 1215
1412256, 6055, 1225
1391192, 5954, 1195
1417431, 6170, 1205
1417937, 6000, 1225
1399346, 6065, 1195
1429631, 6026, 1215
1410551, 6055, 1190
1400417, 6005, 1180
1421556, 6220, 1230
1403876, 6025, 1200
1418961, 5980, 1180
1404766, 6065, 1195
1391636, 6060, 1210
1410961, 5955, 1190
1392787, 5950, 1185
1402286, 5850, 1190
1419651, 6005, 1270
1412566, 5895, 1205
1393631, 6005, 1160
1423306, 6205, 1210
1405526, 5900, 1195
1402596, 5940, 1215
1413731, 6034, 1200
1441891, 6110, 1300
1429431, 6110, 1245
1404672, 6094, 1244
1401791, 5985, 1175
1402716, 6125, 1195
1421817, 6116, 1220
1407376, 6040, 1215
1426865, 5899, 1265
1416016, 5935, 1220
1401312, 6075, 1120
1444186, 6165, 1205
1410386, 6070, 1205
1416451, 6065, 1205
1416446, 6125, 1190
1406991, 6065, 1210
1409621, 5940, 1194
1399111, 5965, 1185
1414436, 6025, 1200
1399767, 5985, 1205
1416126, 6115, 1220
1412516, 5900, 1195
1424496, 6005, 1200
1408771, 5950, 1155
1428396, 6035, 1170
1419096, 5875, 1165
1404446, 5855, 1190
1421356, 6050, 1160
1403906, 6010, 1155
1407926, 5885, 1210
1414181, 6055, 1215
1405071, 5935, 1250
1391316, 6010, 1195
1441980, 6150, 1330
1407987, 5910, 1200
1394747, 6094, 1194
1424141, 6135, 1225
1396847, 6125, 1200
1429116, 6175, 1225
1403741, 5835, 1225
1420011, 6010, 1175
1418326, 5855, 1160
1412456, 6155, 1190
1425796, 5995, 1186
1402261, 6125, 1240
1405826, 5905, 1180
1400817, 6020, 1195
1426316, 6010, 1175
1411386, 5990, 1215
1419811, 5785, 1200
1409821, 5990, 1170
1422537, 5995, 1230
1428151, 5980, 1205
1399762, 5900, 1220
1401812, 6010, 1260
1407717, 6049, 1230
1392256, 5880, 1175
1416986, 6010, 1165
1417281, 5899, 1200
1414666, 5990, 1205
1408222, 5965, 1136
1429191, 6170, 1210
1410251, 6075, 1220
1425576, 6100, 1235
1383767, 6020, 1190
1407667, 5944, 1274
1407146, 6125, 1210
1421921, 5920, 1190
1406112, 6104, 1215
1406096, 6095, 1170
1414751, 6055, 1214
1406511, 5995, 1210
1453385, 5825, 1355
1431020, 5945, 1245
1409086, 6080, 1215
1394357, 6050, 1175
1392592, 6110, 1190
1410326, 6120, 1230
1404262, 6090, 1175
1394092, 5910, 1236
1427036, 6160, 1265
1407126, 6095, 1190
1432911, 6025, 1215
1422986, 6105, 1225
1411121, 6035, 1195
1406342, 5916, 1230
1403586, 5965, 1205
1420486, 5960, 1189
1420861, 6095, 1230
1407221, 6055, 1210
1399312, 5909, 1170
1398246, 6009, 1200
1415326, 6040, 1235
1408651, 6025, 1140
1420131, 6015, 1240
1381341, 6105, 1205
1407146, 6055, 1195
1396372, 6085, 1185
1399492, 5930, 1195
1399657, 5969, 1180
1412446, 6095, 1210
1416047, 5970, 1190
1407191, 6010, 1225
1417601, 5995, 1150
1392912, 6045, 1185
1454810, 6180, 1294
1415466, 6095, 1230
1410887, 5914, 1224
1425031, 6090, 1180
1399786, 5890, 1180
1394727, 5915, 1185
1428761, 6014, 1220
1404921, 5925, 1205
1423306, 6050, 1240
1395632, 6014, 1170
1414451, 6135, 1285
1404236, 6220, 1140
1419306, 5920, 1205
1393896, 6025, 1160
1415381, 5955, 1195
1393647, 6090, 1205
1414616, 6035, 1160
1414116, 6060, 1165
1412091, 5940, 1215
1408571, 6075, 1215
1420565, 6039, 1185
1411676, 6040, 1160
1403561, 6140, 1180
1408921, 5879, 1215
1403581, 5820, 1205
1404701, 6155, 1175
1403887, 6089, 1180
1403682, 6050, 1170
1408491, 6095, 1175
1413601, 6000, 1180
1393547, 5970, 1180
1412402, 6169, 1220
1401916, 6024, 1215
1403987, 6019, 1175
1401316, 5955, 1235
1415736, 5815, 1194
1416166, 5940, 1225
1414201, 5915, 1160
1429131, 6105, 1255
1443561, 6105, 1270
1396417, 6030, 1230
1386397, 6010, 1160
1407312, 5905, 1186
1405001, 6215, 1310
1468935, 7325, 1600
1414561, 6250, 1575
1393842, 6710, 1410
1434016, 7230, 1780
1441731, 7340, 2245
1410341, 8174, 2026
1444681, 7629, 2460
1402066, 9375, 4130
1517099, 10865, 2865
1407131, 6685, 1370
1416341, 5850, 1215
1439571, 6225, 1250
1423496, 6085, 1260
1403296, 6010, 1220
1424151, 6150, 1190
1409146, 5975, 1200
1423701, 6150, 1225
1417217, 6155, 1265
1393917, 6225, 1140
1424447, 5979, 1215
1400501, 5890, 1170
1410046, 5990, 1140
1419866, 6080, 1155
1410601, 6020, 1230
1405947, 6070, 1186
1436016, 6110, 1265
1394827, 5979, 1240
1416451, 6060, 1210
1401092, 6090, 1180
1408726, 5944, 1190
1411496, 5955, 1225
1403751, 5970, 1275
1389547, 5835, 1195
1413086, 6034, 1189
1392786, 6114, 1155
1425411, 6025, 1200
1409076, 6030, 1170
1397911, 6115, 1210
1420061, 5800, 1195
1415811, 6170, 1170
1395101, 5930, 1190
1421905, 6016, 1266
1406936, 6200, 1215
1404721, 6105, 1170
1412162, 6174, 1140
1413132, 6100, 1175
1406911, 5970, 1150
1410421, 5890, 1210
1413222, 5930, 1120
1403392, 6105, 1185
1421216, 5870, 1175
1399842, 6034, 1160
1430681, 6160, 1255
1409772, 5980, 1200
1407816, 6030, 1220
1423441, 6080, 1125
1399871, 5985, 1150
1398391, 6005, 1155
1409231, 5935, 1150
1397977, 6020, 1220
1401167, 6004, 1210
1424751, 6085, 1135
1393577, 6080, 1165
1399437, 6000, 1236
1424656, 6135, 1260
1445511, 5930, 1410
1411436, 6184, 1195
1398791, 5960, 1180
1399911, 5950, 1185
1430535, 6015, 1200
1404371, 6005, 1160
1403317, 6070, 1200
1405552, 6025, 1224
1390967, 6135, 1205
1405367, 5945, 1230
1408402, 5885, 1176
1404146, 6165, 1240
1419346, 6045, 1190
1405831, 6140, 1230
1417296, 6005, 1190
1414162, 6039, 1175
1415041, 6040, 1155
1401072, 5945, 1235
1409206, 6130, 1195
1395401, 6110, 1180
1386312, 5920, 1165
1410851, 5995, 1205
1402386, 5980, 1195
1406172, 5975, 1210
1423336, 6155, 1240
1410136, 6104, 1364
1411131, 6025, 1235
1414521, 6004, 1230
1404216, 6045, 1145
1447790, 6025, 1290
1410577, 6059, 1270
1402812, 5995, 1155
1431201, 6104, 1200
1401236, 5895, 1195
1409551, 6135, 1175
1403687, 6065, 1240
1416521, 5905, 1225
1417391, 6050, 1265
1394907, 5975, 1130
1431331, 5935, 1240
1412166, 6015, 1205
1388662, 6100, 1205
1417522, 6070, 1186
1419441, 6070, 1190
1418235, 5840, 1175
1398916, 5975, 1145
1422266, 6060, 1160
1401382, 6144, 1174
1411936, 5980, 1210
1408361, 5990, 1195
1420281, 5995, 1200
1414406, 6135, 1215
1404886, 6099, 1195
1410141, 6140, 1180
1412397, 6095, 1244
1402466, 5970, 1265
1397916, 6170, 1135
1425091, 6094, 1184
1401852, 5985, 1175
1408201, 6065, 1140
1414747, 6315, 1614
1404136, 6625, 1410
1432351, 6845, 1344
1403506, 6840, 1365
