Tempo execução determinante 
teste, LaPlace, Chio, Eliminacao Gauss 
102, 67161803, 59334, 9455
103, 67329723, 60474, 9235
104, 67152403, 59963, 9650
105, 67302579, 59564, 9484
106, 67083614, 59129, 9210
107, 67250800, 59229, 9710
108, 67166887, 59984, 9890
109, 67221230, 59458, 9735
110, 67119258, 59364, 9295
111, 67314553, 60138, 9695
112, 67111923, 59789, 9405
113, 67293934, 59338, 9460
114, 67144242, 59964, 10055
115, 67292674, 59519, 9580
116, 67263220, 59879, 9100
117, 67274359, 59969, 9755
118, 67080148, 59979, 9345
119, 67315063, 59979, 9840
120, 67293649, 60034, 9505
121, 67244739, 59254, 9175
122, 67143982, 59974, 9395
123, 67328213, 60004, 9425
124, 67141747, 59953, 9490
125, 67321064, 59014, 9119
126, 67158637, 59668, 9335
127, 67299739, 59974, 9525
128, 67108933, 59604, 9290
129, 67238890, 60019, 9444
130, 67148851, 59979, 9570
131, 67243740, 65494, 9595
132, 67143697, 60439, 9599
133, 67266160, 59444, 9495
134, 67165742, 59839, 9599
135, 67303889, 59559, 9410
136, 67125487, 59049, 9445
137, 67267475, 59734, 9295
138, 67090093, 59584, 9250
139, 67326894, 60169, 9569
140, 67144651, 60383, 9740
141, 67293509, 59284, 9585
142, 67110178, 58939, 9415
143, 67265165, 59459, 9295
144, 67076723, 59734, 9545
145, 67276410, 59783, 9285
146, 67193926, 59984, 9435
147, 67352223, 59519, 9599
148, 67153176, 59454, 9225
149, 67240801, 59533, 9465
150, 67164027, 67813, 9370
151, 67285600, 59843, 9505
152, 67136612, 59524, 9340
153, 67298630, 59223, 9605
154, 67148166, 60064, 9660
155, 67259540, 59444, 9360
156, 67100272, 59449, 9510
157, 67192822, 59914, 9405
158, 67056024, 59874, 9490
159, 67261554, 59623, 9315
160, 67182142, 60083, 9450
161, 67277754, 60444, 9619
162, 67170192, 59834, 9470
163, 67396047, 59374, 9220
164, 67040520, 59643, 9415
165, 67256570, 59834, 9285
166, 67101563, 59699, 9415
167, 67269834, 59179, 9709
168, 67101353, 59089, 9274
169, 67194751, 59954, 9595
170, 67045690, 59203, 9495
171, 67247960, 59174, 9315
172, 67095318, 59804, 9475
173, 67256835, 59379, 9410
174, 67173952, 60644, 9490
175, 67278859, 59729, 9570
176, 67189572, 61438, 9580
177, 67353682, 60419, 9555
178, 67262040, 59919, 9385
179, 67330368, 59858, 9365
180, 67165778, 59993, 9745
181, 67280929, 59694, 9305
182, 67138743, 59874, 9390
183, 67311678, 59734, 9375
184, 67109553, 59374, 9460
185, 67276549, 59103, 9415
186, 67123578, 59709, 9505
187, 67331513, 60559, 9594
188, 67112573, 65764, 9435
189, 67266309, 60104, 9324
190, 67132113, 59968, 9435
191, 67322728, 59629, 9180
192, 67153237, 59804, 9135
193, 67549143, 61639, 10020
194, 67790080, 60459, 9520
195, 67324708, 60638, 9929
196, 67115018, 59579, 9320
197, 67238744, 59058, 9655
198, 67123273, 60279, 9700
199, 67275944, 59844, 9279
200, 67118003, 59503, 9320
201, 67326908, 60549, 9685
202, 67132177, 59834, 9630
203, 67354208, 59753, 9365
204, 67086524, 59994, 9635
205, 67308534, 60639, 9574
206, 67147302, 59769, 9625
207, 67254540, 60234, 9205
208, 67204906, 59239, 9250
209, 67284449, 59749, 9425
210, 67082478, 59829, 9730
211, 67328978, 59354, 9385
212, 67124913, 60083, 9520
213, 67315024, 60309, 9750
214, 67090968, 60364, 9505
215, 67235546, 60303, 9715
216, 67094298, 59779, 9735
217, 67242990, 59724, 9285
218, 67045609, 59564, 9595
219, 67341983, 60749, 9684
220, 67110337, 60308, 9410
221, 67328324, 60379, 9525
222, 67122182, 59879, 9440
223, 67239741, 59888, 9605
224, 67098343, 59384, 9375
225, 67869762, 60494, 9175
226, 67144982, 60209, 9390
227, 67271590, 60494, 9335
228, 67125507, 60044, 9824
229, 67290300, 59448, 9684
230, 67143117, 60839, 9390
231, 67314174, 60104, 9380
232, 67073428, 59468, 9335
233, 67285405, 59649, 9195
234, 67159541, 59749, 9675
235, 67278265, 59454, 9525
236, 67139766, 60224, 9455
237, 67301399, 59359, 9535
238, 67163651, 59489, 9310
239, 67295239, 60049, 9485
240, 67119537, 59954, 9625
241, 67308654, 59759, 9429
242, 67090912, 59969, 9795
243, 67221721, 59713, 9375
244, 67161797, 59239, 9130
245, 67315823, 60009, 9540
246, 67186031, 60604, 9540
247, 67325158, 59354, 9380
248, 67121373, 59983, 9540
249, 67258940, 62339, 9580
250, 67163587, 60259, 9474
251, 67330213, 60389, 9559
252, 67094578, 59529, 9735
253, 67269459, 59894, 9550
254, 67285749, 60744, 9394
255, 67262094, 59543, 9390
256, 67153127, 58999, 9290
257, 67309699, 59663, 9750
258, 67130158, 59699, 9239
259, 67244555, 59659, 9540
260, 67118623, 59544, 9185
261, 67194625, 59409, 9320
262, 67099163, 59524, 9425
263, 67209451, 59688, 9504
264, 67113103, 59748, 9645
265, 67238595, 60119, 9475
266, 67075608, 58919, 9230
267, 67224875, 59139, 9225
268, 67151627, 59869, 9485
269, 67263644, 59384, 9200
270, 67114863, 59244, 9480
271, 67270324, 59674, 9330
272, 67134183, 59819, 9560
273, 67237305, 60053, 9295
274, 67090819, 61444, 9565
275, 67213181, 60198, 9180
276, 67182062, 59848, 9605
277, 67244820, 59809, 9669
278, 67120777, 60134, 9435
279, 67266974, 65199, 10140
280, 67117518, 60524, 9230
281, 67290693, 59598, 9320
282, 67112373, 60129, 9259
283, 67286319, 59879, 9504
284, 67036300, 59734, 9159
285, 67204156, 59278, 9795
286, 67032835, 59423, 9335
287, 67242094, 59594, 9730
288, 67134973, 59979, 9455
289, 67200136, 59399, 9625
290, 67106847, 59664, 9560
291, 67276095, 65148, 9675
292, 67123433, 59779, 9679
293, 67221196, 59444, 9605
294, 67190026, 59894, 9854
295, 67318924, 59674, 9369
296, 67142102, 59874, 9665
297, 67269345, 59528, 9250
298, 67062484, 59304, 9164
299, 67222780, 59564, 9340
300, 67078588, 59384, 9175
301, 67287529, 60919, 9115
302, 67150967, 60089, 9265
303, 67320959, 60159, 9650
304, 67108008, 60279, 9530
305, 67236801, 59003, 9340
306, 67103852, 60239, 9390
307, 67316254, 59573, 9160
308, 67123282, 60803, 9550
309, 67268720, 59604, 9269
310, 67153492, 60443, 9565
311, 67231975, 59264, 9425
312, 67122457, 59119, 9370
313, 67254040, 59628, 9540
314, 66999570, 59724, 9314
315, 67244895, 59149, 9375
316, 67129387, 59404, 9410
317, 67272450, 60049, 9610
318, 67123692, 59759, 9615
319, 67204391, 59498, 9305
320, 67122593, 59309, 9234
321, 67258205, 59523, 9470
322, 67101522, 59544, 9335
323, 67334218, 59353, 9430
324, 67055709, 59359, 9640
325, 67313274, 60749, 9660
326, 67101603, 59939, 9320
327, 67250310, 59229, 9345
328, 67092368, 60034, 9410
329, 67279529, 59164, 9405
330, 67108273, 59398, 9460
331, 67222210, 60154, 9460
332, 67156282, 60044, 9395
333, 67303759, 60528, 9560
334, 67007105, 59874, 9185
335, 67236035, 59823, 9745
336, 67189477, 59634, 9260
337, 67304598, 60024, 9830
338, 67116923, 59419, 9320
339, 67332398, 60313, 9474
340, 67108143, 60359, 9350
341, 67280043, 59584, 9155
342, 67068094, 58919, 9510
343, 67258994, 59704, 9465
344, 67099129, 59929, 9395
345, 67238095, 59944, 9685
346, 67064804, 59699, 9580
347, 67253055, 59343, 9470
348, 67089984, 59359, 9449
349, 67265804, 60089, 9339
350, 67059514, 59509, 9335
351, 67312378, 59268, 9520
352, 67127003, 59819, 9435
353, 67235465, 60259, 9169
354, 67123558, 59679, 9429
355, 67439516, 60354, 9370
356, 67284524, 60134, 9629
357, 67274325, 60223, 9274
358, 67090944, 60079, 9280
359, 67285084, 61153, 9865
360, 67106068, 60049, 9675
361, 67299564, 59924, 9565
362, 67102113, 60134, 9565
363, 67284029, 59979, 9615
364, 67128333, 59708, 9415
365, 67262070, 59719, 9239
366, 67088008, 60928, 9450
367, 67225731, 59853, 9385
368, 67018560, 59699, 9400
369, 67219800, 59499, 9245
370, 67184301, 59838, 9455
371, 67272995, 60128, 9504
372, 67051694, 59334, 9285
373, 67257400, 59489, 9380
374, 67072318, 59519, 9405
375, 67238546, 59623, 9529
376, 67153922, 59504, 9575
377, 67290139, 60639, 9455
378, 67057838, 59483, 9450
379, 67282620, 59849, 9480
380, 67138217, 59108, 9224
381, 67291704, 59559, 9304
382, 67130433, 60363, 9475
383, 67237701, 59989, 9689
384, 67275764, 60299, 9430
385, 67578568, 59854, 9370
386, 67092498, 60594, 9580
387, 67325778, 59724, 9370
388, 67086653, 59744, 9620
389, 67231981, 59758, 9375
390, 67081464, 60038, 9350
391, 67242175, 59938, 9540
392, 67051649, 59779, 9525
393, 67177406, 59534, 9355
394, 67053304, 60039, 9414
395, 67281139, 59289, 9230
396, 67106713, 64863, 9630
397, 67242740, 59784, 9615
398, 67083393, 60009, 9745
399, 67278499, 59878, 9400
400, 67106558, 60079, 9365
401, 67294529, 60094, 9400
402, 67141937, 59744, 9315
403, 67253485, 59314, 9460
404, 67046405, 59414, 9165
405, 67252360, 60039, 9195
406, 67108173, 59919, 9655
407, 67247450, 59339, 9230
408, 67154292, 59264, 9100
409, 67271199, 59549, 9360
410, 67077049, 59494, 9385
411, 67236470, 59778, 9155
412, 67054449, 59493, 9065
413, 67198976, 59089, 9385
414, 67094553, 59689, 9770
415, 67594862, 60248, 9480
416, 67133728, 59894, 9460
417, 67256515, 59984, 9315
418, 67005481, 59508, 9590
419, 67241559, 59019, 9105
420, 67116618, 59949, 9235
421, 67332664, 59928, 9540
422, 67041179, 59944, 9565
423, 67161737, 59619, 9655
424, 67170196, 60489, 9640
425, 67291208, 59054, 9455
426, 67125653, 59749, 9220
427, 67270319, 60473, 9719
428, 67097693, 60009, 9220
429, 67270980, 60289, 9490
430, 67060354, 59474, 9300
431, 67274685, 59598, 9230
432, 67078664, 59644, 9355
433, 67234950, 59359, 9350
434, 67093348, 59584, 9345
435, 67341768, 60064, 9745
436, 67068518, 59739, 9380
437, 67315789, 60194, 9059
438, 67052774, 59394, 9185
439, 67254295, 64884, 9169
440, 67073378, 59229, 9130
441, 67258130, 59904, 9660
442, 67042789, 60414, 9524
443, 67305979, 60164, 9280
444, 67073113, 60219, 9485
445, 67246370, 59994, 9550
446, 67027919, 59384, 9310
447, 67276910, 60244, 9555
448, 67007550, 58989, 9695
449, 67260395, 59314, 9375
450, 67102778, 60079, 9585
451, 67257615, 59749, 9540
452, 67072924, 59788, 9435
453, 67267796, 59263, 9440
454, 67146097, 60069, 9595
455, 67246910, 59834, 9415
456, 67083858, 59724, 9820
457, 67197871, 59184, 9240
458, 67101713, 59928, 9660
459, 67233420, 60128, 9589
460, 67077814, 60548, 9569
461, 67271635, 59289, 9530
462, 67057829, 60203, 9514
463, 67292839, 59603, 9509
464, 67210750, 59164, 9650
465, 67260920, 59598, 9304
466, 67082303, 60309, 9220
467, 67241920, 59429, 9405
468, 67054019, 60184, 9340
469, 67250225, 59593, 9380
470, 67127047, 59848, 9320
471, 67238640, 59459, 9590
472, 67053924, 59249, 9169
473, 67303313, 61068, 9405
474, 67108628, 60188, 9910
475, 67349148, 61029, 13505
476, 67263640, 59919, 9195
477, 67243690, 60149, 9290
478, 67087704, 59414, 9200
479, 67245860, 60349, 9139
480, 67144572, 59799, 9215
481, 67232645, 60504, 9865
482, 67114993, 59233, 9310
483, 67235364, 59434, 9425
484, 67103824, 60023, 9745
485, 67253915, 60498, 9745
486, 67145058, 59508, 9310
487, 67262215, 60319, 9545
488, 67104118, 59464, 10025
489, 67260580, 60143, 9575
490, 67119193, 60119, 9530
491, 67287974, 59449, 9700
492, 67158097, 60319, 9305
493, 67249430, 59644, 9600
494, 67126893, 59193, 9344
495, 67230810, 59729, 9374
496, 67155027, 60194, 9730
497, 67221281, 59088, 9160
498, 67181721, 60674, 9385
499, 67230605, 60279, 9340
500, 67064794, 59883, 9550
501, 67202556, 59103, 9384
502, 67062219, 59249, 9415
503, 67337129, 59319, 9185
504, 67127088, 61829, 9664
505, 67264270, 59199, 9614
506, 67294678, 60974, 9455
507, 67231445, 59399, 9460
508, 67094138, 59819, 9375
509, 67268655, 59443, 9505
510, 67196341, 60448, 9410
511, 67254850, 59749, 9720
512, 67066079, 59359, 9569
513, 67302135, 59459, 9715
514, 67019474, 59538, 9540
515, 67251581, 60139, 9500
516, 67135337, 60079, 9755
517, 67378287, 61444, 9535
518, 67152982, 59724, 9175
519, 67254435, 60243, 9455
520, 67094008, 59939, 9545
521, 67272745, 60119, 9565
522, 67113058, 59953, 9295
523, 67230131, 59729, 9785
524, 67077748, 59609, 9490
525, 67281645, 59414, 9365
526, 67128642, 59888, 9259
527, 67228015, 59719, 9235
528, 67079858, 59754, 9474
529, 67222765, 59318, 9350
530, 67170441, 59799, 9565
531, 67288375, 59989, 9709
532, 67138447, 59524, 9700
533, 67248495, 59479, 9435
534, 67069808, 59544, 9540
535, 67255405, 59219, 9285
536, 67224715, 60808, 9535
537, 67285599, 59118, 9515
538, 67132407, 59734, 9190
539, 67289225, 60039, 9275
540, 67125687, 59984, 9580
541, 67245650, 59629, 9610
542, 67139702, 59524, 9405
543, 67252215, 59548, 9355
544, 67078929, 59489, 9245
545, 67242670, 59949, 9400
546, 67113243, 59439, 9460
547, 67254380, 59909, 9360
548, 67073294, 59653, 9595
549, 67283109, 59354, 9315
550, 67091883, 60159, 9610
551, 67291204, 59463, 9220
552, 67086193, 59344, 9515
553, 67230715, 59394, 9530
554, 67128128, 59659, 9659
555, 67209120, 59334, 9620
556, 67084389, 59029, 9204
557, 67245259, 59764, 9385
558, 67094248, 59119, 9165
559, 67178767, 58954, 9305
560, 67069100, 59488, 9500
561, 67247905, 60599, 9429
562, 67093613, 59818, 9410
563, 67269415, 60318, 9460
564, 67090919, 59619, 9455
565, 67236795, 59928, 9430
566, 67120353, 60049, 9555
567, 67313863, 59754, 9670
568, 67077354, 59618, 9145
569, 67307233, 59529, 9360
570, 67100183, 60064, 9349
571, 67226315, 59934, 9170
572, 67095853, 60568, 9380
573, 67497744, 60039, 9385
574, 67067439, 59803, 9679
575, 67276274, 60088, 9720
576, 67119628, 59989, 9464
577, 67305314, 60034, 9590
578, 67074554, 60084, 9394
579, 67227166, 59844, 9700
580, 67039840, 59858, 9380
581, 67195142, 59389, 9494
582, 67065464, 59464, 9405
583, 67221371, 59549, 9534
584, 67090913, 60003, 9255
585, 67279370, 59814, 9299
586, 67072293, 59274, 9125
587, 67308505, 59573, 9465
588, 67008040, 59809, 9354
589, 67267406, 59938, 9900
590, 67056369, 59719, 9264
591, 67167101, 59313, 9425
592, 67093913, 59654, 9305
593, 67220196, 59924, 9295
594, 67120813, 59619, 9389
595, 67254551, 59149, 9174
596, 67133257, 60553, 9500
597, 67201762, 59424, 9515
598, 67160172, 59929, 9165
599, 67231811, 60139, 9735
600, 67039649, 60124, 9245
601, 67217536, 59039, 9490
602, 67084893, 59283, 9220
603, 67270425, 60384, 9420
604, 67751914, 60738, 9690
605, 67239030, 59984, 9545
606, 67104497, 59574, 9615
607, 67382817, 60349, 9785
608, 67057318, 59554, 9755
609, 67278340, 59974, 9584
610, 67028134, 59239, 9555
611, 67234261, 60039, 9879
612, 67076818, 59169, 9350
613, 67221085, 59009, 9220
614, 67111658, 59849, 9510
615, 67237280, 60369, 9525
616, 67082224, 59059, 9260
617, 67262099, 59859, 9430
618, 67110488, 59509, 9410
619, 67264484, 59653, 9475
620, 67077064, 60173, 9920
621, 67245125, 59454, 9360
622, 67095248, 60639, 9875
623, 67264399, 60044, 9565
624, 67153073, 59983, 9290
625, 67222256, 59878, 9320
626, 67354263, 60114, 9540
627, 67244645, 59564, 9450
628, 67075038, 58834, 9470
629, 67251115, 59558, 9295
630, 67107148, 59343, 9280
631, 67245605, 60084, 9555
632, 67043939, 59719, 9255
633, 67404582, 59859, 9435
634, 67142452, 60259, 9260
635, 67257084, 64299, 9390
636, 67086464, 61533, 9970
637, 67274069, 59633, 9344
638, 67113943, 59529, 9420
639, 67226495, 59869, 9460
640, 67094883, 59604, 9440
641, 67275379, 59474, 9380
642, 67101023, 59194, 9535
643, 67217180, 59529, 9370
644, 67111183, 59514, 9594
645, 67297449, 60274, 9585
646, 67137547, 60214, 9860
647, 67237491, 59814, 9349
648, 67103654, 59678, 9390
649, 67257470, 59364, 9310
650, 67131193, 59329, 9610
651, 67302404, 60204, 9585
652, 67103098, 60514, 9740
653, 67210856, 59599, 9390
654, 67150836, 60178, 9355
655, 67261520, 60239, 9575
656, 67117753, 59928, 9415
657, 67231826, 59278, 9040
658, 67060189, 60014, 9450
659, 67283114, 59419, 9400
660, 67178716, 59914, 9454
661, 67248250, 60354, 9685
662, 67078828, 60214, 9535
663, 67353748, 59959, 9445
664, 67169086, 60034, 9670
665, 67248755, 59709, 9400
666, 67277834, 60224, 9339
667, 67258895, 59964, 9485
668, 67293698, 59819, 9500
669, 67994030, 61548, 9655
670, 67271679, 59894, 9619
671, 67292925, 59714, 9590
672, 67113283, 59373, 9430
673, 67249380, 59704, 9385
674, 67069963, 66459, 9675
675, 67233545, 59279, 9250
676, 67068123, 59344, 9650
677, 67237371, 59429, 9604
678, 67103608, 59489, 9375
679, 67242895, 59774, 9545
680, 67074823, 59294, 9380
681, 67263250, 59864, 9664
682, 67095052, 60094, 9440
683, 67275234, 59618, 9425
684, 67062354, 59494, 9330
685, 67283970, 60319, 9775
686, 67060823, 59164, 9300
687, 67266115, 59419, 9460
688, 67118233, 60224, 9385
689, 67301134, 60204, 9760
690, 67089183, 59619, 9215
691, 67337463, 59549, 9535
692, 67059134, 65138, 9539
693, 67320514, 59674, 9520
694, 67160106, 59644, 9420
695, 67294279, 60534, 9745
696, 67140608, 60753, 9605
697, 67294668, 61389, 9700
698, 67123662, 59759, 9390
699, 67189776, 59619, 9485
700, 67276839, 60514, 9430
701, 67241559, 59878, 9365
702, 67122618, 59144, 9445
703, 67267219, 59509, 9390
704, 67126218, 60348, 9284
705, 67235380, 64084, 9520
706, 67100963, 59554, 9640
707, 67224010, 59254, 9455
708, 67095524, 59679, 9620
709, 67303124, 59604, 9599
710, 67099179, 59578, 9494
711, 67298373, 59489, 9430
712, 67094983, 59604, 9470
713, 67224250, 59819, 9375
714, 67047865, 59353, 9270
715, 67337367, 59684, 9745
716, 67093658, 58989, 9545
717, 67239350, 64789, 9850
718, 67138903, 59868, 9609
719, 67284204, 59974, 9840
720, 67069643, 59708, 9240
721, 67251065, 59889, 9450
722, 67179877, 59494, 9940
723, 67275084, 60039, 9345
724, 67058785, 59898, 9445
725, 67248520, 59709, 9274
726, 67082573, 59604, 9140
727, 67227040, 59899, 9440
728, 67072533, 59468, 9340
729, 67262645, 59779, 9335
730, 67078804, 59894, 9415
731, 67192646, 59569, 9405
732, 67078038, 59194, 9705
733, 67253880, 60104, 9375
734, 67102033, 60273, 9530
735, 67201266, 63634, 9480
736, 67040074, 59394, 9550
737, 67224446, 59393, 9700
738, 67049533, 59539, 9545
739, 67239966, 59868, 9520
740, 67075894, 59244, 9195
741, 67331289, 60028, 9540
742, 67074893, 59839, 9215
743, 67255035, 59309, 9309
744, 67082338, 59299, 9229
745, 67206801, 59229, 9639
746, 67015604, 59474, 9150
747, 67210746, 59489, 9230
748, 67089073, 60129, 9379
749, 67226256, 59759, 9505
750, 67022754, 59609, 9335
751, 67211586, 59814, 9300
752, 67085203, 59428, 9200
753, 67268929, 60109, 9840
754, 67091158, 59869, 9599
755, 67451550, 60454, 9430
756, 67168106, 60679, 9815
757, 67246245, 59934, 9720
758, 67055214, 59979, 9479
759, 67247085, 60139, 9415
760, 67150212, 59244, 9205
761, 67200871, 59928, 9360
762, 67071458, 59648, 9345
763, 67239510, 59884, 9225
764, 67067249, 59814, 9300
765, 67181492, 59593, 9655
766, 67075429, 59684, 9445
767, 67284979, 60139, 9475
768, 67032564, 60174, 9430
769, 67243160, 59729, 9629
770, 67091168, 59484, 9285
771, 67327008, 60569, 9769
772, 67058854, 59854, 9605
773, 67257280, 59188, 9195
774, 67126593, 60148, 9415
775, 67248825, 59144, 9289
776, 67051784, 59364, 9519
777, 67234640, 60113, 9440
778, 67164257, 60059, 9435
779, 67257339, 59689, 9545
780, 67098838, 59694, 9650
781, 67236405, 60064, 9414
782, 67820834, 61648, 9975
783, 68794638, 61069, 9540
784, 67037880, 59299, 9490
785, 69145516, 62423, 9870
786, 68448945, 62789, 9920
787, 71402004, 66184, 10485
788, 84522962, 64184, 9840
789, 77941599, 63883, 10295
790, 70335861, 64439, 9925
791, 68208166, 61314, 10054
792, 68056598, 61299, 9934
793, 68234474, 60853, 9820
794, 68359337, 61899, 9850
795, 69502639, 61133, 9639
796, 67815963, 60374, 9870
797, 73109754, 62824, 9875
798, 68395431, 62439, 10159
799, 70658199, 64269, 10410
800, 74660452, 64443, 9970
801, 80936662, 62773, 9795
802, 73564475, 62868, 10070
803, 80655778, 63249, 10080
804, 74459350, 64364, 10014
805, 70495778, 64433, 10935
806, 74033325, 61799, 10080
807, 71897074, 65908, 11105
808, 70953223, 61404, 9735
809, 70839056, 67983, 10495
810, 70824741, 62214, 10224
811, 69820442, 60584, 9440
812, 67984990, 60529, 9575
813, 72637123, 61048, 9799
814, 67168506, 60849, 9850
815, 67277019, 59338, 9320
816, 67078018, 60244, 9375
817, 79692423, 60219, 9315
818, 67139117, 60094, 9695
819, 67259429, 59489, 9545
820, 67119268, 59659, 9524
821, 67326368, 60694, 9509
822, 67163382, 59554, 9565
823, 67302574, 60309, 9450
824, 67194117, 60904, 9290
825, 67872057, 60273, 9520
826, 67156612, 60389, 9815
827, 67346978, 60849, 9355
828, 67120423, 59859, 9395
829, 67328614, 59969, 9730
830, 67085079, 59658, 9180
831, 67285015, 59723, 9585
832, 67112212, 60753, 9740
833, 67233345, 59654, 9485
834, 67118228, 59859, 9599
835, 67240786, 60404, 9230
836, 67119657, 59914, 9505
837, 67231261, 59949, 9700
838, 67135978, 59963, 9610
839, 67308504, 60718, 9259
840, 67080519, 59738, 9385
841, 67269180, 59814, 9475
842, 67108808, 60519, 9520
843, 67294075, 60008, 9540
844, 67289769, 60219, 9895
845, 67335178, 59334, 9670
846, 67091828, 59979, 9275
847, 67285529, 59949, 9485
848, 67065568, 59574, 9475
849, 67249475, 59234, 9435
850, 67104502, 59444, 9375
851, 67283845, 59849, 9765
852, 67071558, 58754, 9380
853, 67245695, 59624, 9505
854, 67099523, 59623, 9255
855, 67251704, 59343, 9345
856, 67113288, 59824, 9199
857, 67308619, 59643, 9319
858, 67098957, 59869, 9400
859, 67248616, 60074, 9250
860, 67121637, 59744, 9500
861, 67213711, 59708, 9420
862, 67198161, 59894, 9170
863, 67284249, 59719, 9505
864, 67052289, 59104, 9389
865, 67239515, 60759, 9405
866, 67162692, 59544, 9465
867, 67242980, 60369, 9730
868, 67121187, 60129, 9605
869, 67267719, 59409, 9595
870, 67159362, 60004, 9729
871, 67278043, 65113, 9640
872, 67128673, 60809, 9780
873, 67342533, 60684, 9895
874, 67227561, 59919, 9670
875, 67224081, 59429, 9505
876, 67159682, 59849, 9595
877, 67254340, 59758, 9775
878, 67094529, 59363, 9345
879, 67271935, 59979, 9724
880, 67084439, 60189, 9485
881, 67273135, 59654, 9364
882, 67062084, 59739, 9755
883, 67320479, 59739, 9565
884, 67135798, 59824, 9985
885, 67232035, 59593, 9660
886, 67131692, 59259, 9440
887, 67209620, 59359, 9365
888, 67089074, 60083, 9325
889, 67216865, 59658, 9505
890, 67147967, 60318, 9464
891, 67256699, 59999, 9510
892, 67082973, 59458, 9580
893, 67244765, 60429, 9390
894, 67144568, 60298, 9580
895, 67273915, 60418, 9400
896, 67186852, 59223, 9604
897, 67230670, 59584, 9460
898, 67066829, 59679, 9530
899, 67237381, 59368, 9335
900, 67073983, 60854, 9540
901, 67312214, 60109, 9190
902, 67049584, 59819, 9415
903, 67194321, 59679, 9715
904, 67164917, 59414, 9370
905, 67236811, 59599, 9585
906, 67095763, 59624, 9230
907, 67257970, 58899, 9315
908, 67091933, 59678, 9299
909, 67191627, 59948, 9355
910, 67112483, 59769, 9440
911, 67235360, 59339, 9790
912, 67086213, 59774, 9625
913, 67222651, 59478, 9525
914, 67074739, 60008, 9884
915, 67253455, 59763, 9644
916, 67197101, 60589, 9950
917, 67244850, 60159, 9520
918, 67066658, 59669, 9405
919, 67223081, 59759, 9464
920, 67038614, 59428, 9305
921, 67227011, 59849, 9555
922, 67113738, 58698, 9545
923, 67291300, 59424, 9700
924, 67080569, 60069, 9094
925, 67238010, 60144, 9625
926, 67016364, 59609, 9710
927, 67279164, 60314, 9590
928, 67110208, 59748, 9535
