Tempo execução determinante 
teste, LaPlace, Chio, Eliminacao Gauss 
929, 67229906, 59718, 9685
930, 67087503, 59879, 9795
931, 67264410, 60744, 9155
932, 67178031, 60819, 9645
933, 67301889, 59444, 9414
934, 67239809, 59524, 9395
935, 67245665, 59554, 9275
936, 67147162, 59984, 9690
937, 67221490, 59504, 9435
938, 67085683, 60219, 9345
939, 67254055, 59459, 9415
940, 67096448, 59733, 9369
941, 67254129, 60049, 9240
942, 67112027, 59869, 9465
943, 67237070, 59839, 9385
944, 67073754, 59448, 9295
945, 67287369, 59294, 9375
946, 67118188, 59919, 9470
947, 67290619, 60044, 9645
948, 67138198, 59498, 9464
949, 67342018, 59544, 9495
950, 67097878, 60419, 9690
951, 67234140, 59894, 9409
952, 67098308, 59254, 9415
953, 67234505, 59788, 9784
954, 67115998, 61069, 9825
955, 67321854, 60253, 9410
956, 67071679, 59019, 9400
957, 67287639, 59359, 9710
958, 67147153, 59683, 9339
959, 67299159, 59724, 9650
960, 67319889, 60164, 9705
961, 67353977, 60084, 9264
962, 67286679, 60029, 9419
963, 67246074, 59804, 9445
964, 67059524, 59144, 9250
965, 67241855, 60228, 9584
966, 67025330, 59619, 9579
967, 67314674, 59783, 9500
968, 67124213, 59364, 9355
969, 67234800, 60174, 9639
970, 67083839, 59359, 9440
971, 67231865, 59344, 9154
972, 67066104, 59934, 9525
973, 67283254, 60179, 9565
974, 67135723, 59859, 9260
975, 67254025, 60779, 9719
976, 67129863, 60669, 9380
977, 67294774, 61029, 9470
978, 67081493, 59479, 9705
979, 67282549, 59674, 9630
980, 67072564, 59989, 9475
981, 67179122, 59299, 9580
982, 67072618, 59354, 9394
983, 67256640, 59614, 9905
984, 67114148, 60414, 9495
985, 67307029, 59234, 9470
986, 67065964, 60109, 9469
987, 67248375, 59124, 9284
988, 67102057, 59304, 9565
989, 67253050, 59694, 9470
990, 67101472, 59323, 9300
991, 67289170, 59849, 9455
992, 67280914, 60394, 9495
993, 67212201, 59633, 9140
994, 67076088, 59514, 9300
995, 67270239, 60083, 9385
996, 67026074, 59294, 9310
997, 67241941, 59008, 9505
998, 67081759, 59929, 9494
999, 67209237, 60133, 9475
1000, 67196836, 59819, 9369
