Tempo execução determinante 
teste, LaPlace, Chio, Eliminacao Gauss 
919, 8378107, 41814, 7425
920, 8382671, 41570, 7399
921, 8379877, 41884, 7445
922, 8385241, 41860, 7335
923, 8374282, 41889, 7400
924, 8404776, 43460, 7725
925, 8372901, 42000, 7429
926, 8385397, 42444, 7585
927, 8380281, 41904, 7580
928, 8395117, 41764, 7424
929, 8375587, 41809, 7470
930, 8379082, 41589, 7405
931, 8378413, 41854, 7434
932, 8378937, 41744, 7370
933, 8378887, 42029, 7320
934, 8387527, 42269, 7400
935, 8390312, 41904, 7565
936, 8388951, 41919, 7425
937, 8379727, 41719, 7360
938, 8387071, 42389, 7536
939, 8459290, 42244, 7465
940, 8392082, 42234, 7415
941, 8383191, 41879, 7485
942, 8385257, 41844, 7445
943, 8377251, 42079, 7415
944, 8419846, 42349, 7325
945, 8499465, 43314, 7535
946, 8546813, 44499, 7655
947, 8486150, 43994, 7780
948, 8484520, 45524, 8530
949, 8520609, 44354, 7840
950, 8484529, 44539, 8180
951, 8483505, 43469, 7665
952, 8473420, 44289, 8450
953, 8461674, 43055, 7790
954, 8482105, 44159, 8225
955, 8468499, 43374, 7820
956, 8462700, 44469, 8000
957, 8784018, 44055, 7534
958, 8500750, 44714, 7640
959, 8503775, 45009, 7785
960, 8494079, 44479, 7570
961, 8547618, 45864, 7895
962, 8603567, 44749, 7985
963, 8574997, 43620, 7664
964, 8517459, 43899, 7645
965, 8561213, 43259, 7735
966, 8434926, 43379, 7480
967, 8461370, 43434, 8220
968, 8460061, 44299, 7830
969, 8610957, 44304, 7910
970, 8537413, 47399, 9280
971, 8553224, 43469, 7500
972, 8428621, 43264, 7600
973, 8444171, 43999, 7800
974, 8433370, 42615, 7450
975, 8470570, 44809, 8065
976, 8581362, 45629, 8144
977, 8569372, 45335, 8510
978, 8516804, 44419, 7675
979, 8488529, 87043, 9095
980, 8458681, 42774, 7344
981, 8528373, 43729, 7480
982, 8446700, 43629, 7655
983, 8551798, 46094, 8670
984, 8576737, 45194, 8155
985, 8540818, 44209, 7880
986, 8534488, 44304, 7740
987, 8605277, 44500, 7784
988, 8519559, 44775, 8440
989, 8516709, 45489, 8515
990, 8512434, 45449, 8395
991, 8573702, 46344, 8260
992, 8773579, 46049, 8034
993, 8618687, 46599, 8955
994, 8622831, 48234, 8185
995, 8827663, 43454, 8045
996, 8574442, 46409, 8415
997, 8532904, 43219, 7715
998, 8508029, 47334, 9320
999, 8716861, 46464, 8234
1000, 8585098, 43124, 7890
